tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
461,1756267244244570600,11,Positive,['Calling for violence and hostility against Israel'],2025-03-20 09:28:14.231128,0 days 00:00:16.038000
462,1794495605655650600,11,Irrelevant,[],2025-03-20 09:28:23.082448,0 days 00:00:08.514000
466,1728275405218648300,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 09:29:43.309159,0 days 00:00:23.879000
468,1881823779883810800,11,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-20 09:30:25.092218,0 days 00:00:17.853000
471,1880329755242951000,7,Negative,[],2025-03-20 09:38:49.360085,0 days 00:00:11.182000
473,1885354057428095200,7,Negative,[],2025-03-20 09:40:43.298374,0 days 00:00:26.828000
475,1838374687707140000,7,Negative,[],2025-03-20 09:41:02.998153,0 days 00:00:09.856000
477,1796467142906560800,7,Irrelevant,[],2025-03-20 09:41:41.900211,0 days 00:00:25.596000
481,1894617746496712700,7,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 09:45:10.361228,0 days 00:02:11.207000
482,1856155047953887500,7,Irrelevant,[],2025-03-20 09:45:13.314940,0 days 00:00:02.512000
485,1730503602865873000,7,Irrelevant,[],2025-03-20 09:46:50.403604,0 days 00:00:04.496000
487,1876803199924928800,7,Irrelevant,[],2025-03-20 09:47:39.502812,0 days 00:00:02.716000
490,1749658131448406500,7,Irrelevant,[],2025-03-20 09:48:05.092282,0 days 00:00:05.656000
491,1819480688665440500,7,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 09:48:30.018575,0 days 00:00:24.478000
492,1795378182037909500,7,Negative,[],2025-03-20 09:48:47.737929,0 days 00:00:17.205000
493,1803445304441840000,7,Irrelevant,[],2025-03-20 09:48:49.715694,0 days 00:00:01.463000
494,1892054039900151800,7,Irrelevant,[],2025-03-20 09:49:05.852145,0 days 00:00:15.642000
495,1838542090843852800,7,Irrelevant,[],2025-03-20 09:49:21.013002,0 days 00:00:14.732000
496,1879266699054362600,7,Positive,['Other'],2025-03-20 09:49:57.933561,0 days 00:00:36.495000
497,1824462989313163800,7,Irrelevant,[],2025-03-20 09:50:00.791222,0 days 00:00:02.400000
498,1850762684092096800,7,Irrelevant,[],2025-03-20 09:50:07.893613,0 days 00:00:06.592000
499,1846461193726447900,7,Irrelevant,[],2025-03-20 09:50:10.982067,0 days 00:00:02.666000
500,1729995122564362800,7,Positive,['Calls for harming/killing Jews'],2025-03-20 09:50:41.339824,0 days 00:00:29.329000
501,1873013880798232600,7,Negative,[],2025-03-20 09:50:52.345562,0 days 00:00:09.887000
502,1853375386999992600,7,Irrelevant,[],2025-03-20 09:50:55.937601,0 days 00:00:03.058000
503,1884450684566671400,7,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Blood libels and religiously based antisemitism']",2025-03-20 09:51:38.123412,0 days 00:00:41.774000
504,1824376712878276900,7,Irrelevant,[],2025-03-20 09:51:49.213084,0 days 00:00:10.670000
505,1892565588377039000,7,Irrelevant,[],2025-03-20 09:51:50.963800,0 days 00:00:01.298000
506,1877978320081715500,7,Negative,[],2025-03-20 09:52:01.128744,0 days 00:00:09.692000
507,1777907755065671700,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 09:52:27.217095,0 days 00:00:25.587000
508,1899949203763437800,7,Irrelevant,[],2025-03-20 09:52:43.562114,0 days 00:00:15.961000
509,1823785328681083100,7,Negative,[],2025-03-20 09:52:47.486559,0 days 00:00:03.467000
510,1824058247353102600,7,Irrelevant,[],2025-03-20 09:52:49.886319,0 days 00:00:01.978000
511,1798634100854862300,7,Irrelevant,[],2025-03-20 09:52:57.380113,0 days 00:00:07.075000
512,1866483144314216700,7,Irrelevant,[],2025-03-20 09:53:12.236125,0 days 00:00:14.247000
515,1818586536101003300,7,Negative,[],2025-03-20 09:53:46.131766,0 days 00:00:09.479000
517,1847790045450949000,7,Negative,[],2025-03-20 09:54:12.241902,0 days 00:00:20.074000
520,1839587893188190500,7,Negative,[],2025-03-20 09:55:35.919381,0 days 00:00:16.060000
522,1802438908942438400,7,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Other']",2025-03-20 09:56:04.210377,0 days 00:00:25.933000
525,1821493032413474800,7,Negative,[],2025-03-20 09:57:55.080749,0 days 00:00:17.065000
526,1847064136821493800,7,Irrelevant,[],2025-03-20 09:58:09.778378,0 days 00:00:14.255000
528,1890203278941778000,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 09:58:38.631203,0 days 00:00:32.761000
531,1819820612635996200,7,Negative,[],2025-03-20 09:58:55.089729,0 days 00:00:02.159000
533,1818941595401724400,11,Negative,[],2025-03-20 09:59:07.761178,0 days 00:00:13.708000
534,1889326039857287400,7,Positive,['Justifying Nazi ideology'],2025-03-20 09:59:19.393924,0 days 00:00:19.907000
536,1780051305924538400,7,Negative,[],2025-03-20 09:59:25.393425,0 days 00:00:03.754000
540,1870424282532372700,11,Irrelevant,[],2025-03-20 09:59:54.304829,0 days 00:00:05.174000
541,1813158825522053000,7,Positive,['Other'],2025-03-20 09:59:57.777362,0 days 00:00:31.958000
545,1851767146319352000,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:00:21.977212,0 days 00:00:23.666000
547,1723930025504981200,11,Negative,[],2025-03-20 10:00:44.227148,0 days 00:00:16.290000
548,1889916010855276800,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:00:50.672980,0 days 00:00:27.971000
551,1789208574952096000,7,Irrelevant,[],2025-03-20 10:00:58.295378,0 days 00:00:01.742000
553,1832896855212262000,7,Negative,[],2025-03-20 10:02:02.532029,0 days 00:01:03.793000
555,1831345788028592400,11,Irrelevant,[],2025-03-20 10:02:25.910732,0 days 00:00:32.473000
559,1797031569959649500,11,Positive,['Calling for violence and hostility against Israel'],2025-03-20 10:03:11.559172,0 days 00:00:37.460000
562,1797069516117307600,7,Irrelevant,[],2025-03-20 10:03:34.152268,0 days 00:00:03.675000
563,1870642789467517400,11,Irrelevant,[],2025-03-20 10:03:38.575346,0 days 00:00:09.177000
564,1862133863440404500,11,Irrelevant,[],2025-03-20 10:03:47.409697,0 days 00:00:08.509000
569,1849210034259120000,7,Negative,[],2025-03-20 10:04:40.697238,0 days 00:00:13.439000
570,1822313518773010400,7,Irrelevant,[],2025-03-20 10:04:45.406737,0 days 00:00:04.233000
572,1867403870504411100,7,Negative,[],2025-03-20 10:04:57.684465,0 days 00:00:04.312000
573,1847645646741799400,11,Irrelevant,[],2025-03-20 10:05:04.598981,0 days 00:00:39.136000
575,1803098622734823700,11,Irrelevant,[],2025-03-20 10:05:14.709161,0 days 00:00:09.757000
578,1783256643964453000,7,Irrelevant,[],2025-03-20 10:05:48.277732,0 days 00:00:04.074000
580,1829657738626085000,7,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 10:06:02.904309,0 days 00:00:14.180000
582,1711268894412042800,11,Positive,"['Calling for violence and hostility against Israel', 'Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:06:31.244371,0 days 00:00:30.421000
585,1756139288402793000,7,Irrelevant,[],2025-03-20 10:07:12.486865,0 days 00:00:05.363000
586,1771050271365562400,7,Negative,[],2025-03-20 10:07:31.843997,0 days 00:00:18.844000
587,1880271304160604400,7,Negative,[],2025-03-20 10:07:35.796502,0 days 00:00:03.481000
589,1894631524617916400,11,Uncertain,[],2025-03-20 10:07:58.342113,0 days 00:01:26.465000
590,1887334995884114200,7,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-20 10:08:07.890790,0 days 00:00:28.645000
592,1753332895492788500,7,Irrelevant,[],2025-03-20 10:08:17.416544,0 days 00:00:02.960000
594,1819267913523888400,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:08:29.091758,0 days 00:00:30.168000
1433,1731260240820359400,8,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-24 07:51:43.926200,0 days 00:00:50.570000
1434,1819480688665440500,8,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-24 07:52:30.048459,0 days 00:00:45.504000
1435,1798886287836926200,8,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel', 'Blood libels and religiously based antisemitism', 'Calling for violence and hostility against Israel']",2025-03-24 07:53:12.878310,0 days 00:00:42.288000
1436,1877145421241368800,8,Negative,[],2025-03-24 07:54:50.875245,0 days 00:01:37.310000
1437,1795087824015728600,8,Negative,[],2025-03-24 07:55:05.365099,0 days 00:00:13.834000
1438,1763354311080530400,8,Irrelevant,[],2025-03-24 07:56:07.743939,0 days 00:01:01.754000
1440,1892957528918463000,8,Positive,"['Other', 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-24 08:00:43.361506,0 days 00:02:16.510000
1445,1855700690200387600,8,Negative,[],2025-03-24 08:07:16.343692,0 days 00:00:01.527000
1449,1894610465373958100,8,Negative,[],2025-03-24 08:08:10.155184,0 days 00:00:08.561000
1450,1798181963557413000,8,Positive,"['Calls for harming/killing Jews', 'Justifying Nazi ideology']",2025-03-24 08:08:23.237359,0 days 00:00:12.484000
1451,1794176328838852900,8,Uncertain,[],2025-03-24 08:09:05.298445,0 days 00:00:41.512000
1452,1721429407607505200,8,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Calls for harming/killing Jews']",2025-03-24 08:09:27.039683,0 days 00:00:20.889000
1453,1894964618650321400,8,Uncertain,[],2025-03-24 08:11:11.803213,0 days 00:01:29.082000
1454,1844984697597854000,8,Negative,[],2025-03-24 08:11:31.081607,0 days 00:00:18.731000
1562,1798510370593837300,15,Negative,[],2025-03-24 09:15:07.575162,0 days 00:00:01.935000
513,1822952027460366600,7,Irrelevant,[],2025-03-20 09:53:24.910539,0 days 00:00:12.256000
514,1794430426372772000,7,Irrelevant,[],2025-03-20 09:53:36.228038,0 days 00:00:10.771000
516,1767055708128739300,7,Negative,[],2025-03-20 09:53:51.693576,0 days 00:00:05.132000
518,1843756416596881700,7,Negative,[],2025-03-20 09:54:42.298092,0 days 00:00:29.680000
519,1845720272114200800,7,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-20 09:55:19.443614,0 days 00:00:36.671000
521,1874997218501186000,7,Irrelevant,[],2025-03-20 09:55:37.875412,0 days 00:00:01.508000
523,1870417092098584800,7,Positive,['Other'],2025-03-20 09:57:06.975243,0 days 00:01:02.278000
524,1793582106284884200,7,Negative,[],2025-03-20 09:57:37.642132,0 days 00:00:30.162000
527,1782924539846103300,7,Positive,['Other'],2025-03-20 09:58:31.643329,0 days 00:00:21.435000
529,1818267260114313500,7,Negative,[],2025-03-20 09:58:52.439310,0 days 00:00:20.244000
530,1841003461539959000,11,Negative,[],2025-03-20 09:58:53.652594,0 days 00:00:14.570000
532,1822450278676980000,7,Negative,[],2025-03-20 09:58:58.923526,0 days 00:00:03.227000
535,1806843252286603500,7,Irrelevant,[],2025-03-20 09:59:21.242049,0 days 00:00:01.428000
537,1896726728871161900,11,Negative,[],2025-03-20 09:59:26.584658,0 days 00:00:18.441000
538,1841598562414821400,11,Irrelevant,[],2025-03-20 09:59:33.934677,0 days 00:00:06.999000
539,1802938603338870800,11,Positive,['Calling for violence and hostility against Israel'],2025-03-20 09:59:48.796574,0 days 00:00:14.518000
542,1896389880449761500,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:00:07.944225,0 days 00:00:13.277000
543,1885354057428095200,11,Irrelevant,[],2025-03-20 10:00:17.382898,0 days 00:00:08.725000
544,1795549799854600400,11,Irrelevant,[],2025-03-20 10:00:20.803590,0 days 00:00:03.078000
546,1843546977960669400,11,Irrelevant,[],2025-03-20 10:00:27.516223,0 days 00:00:06.314000
549,1772567296063525000,11,Irrelevant,[],2025-03-20 10:00:52.748266,0 days 00:00:07.921000
550,1745376560222507000,7,Irrelevant,[],2025-03-20 10:00:56.082061,0 days 00:00:05.007000
552,1836937085573267500,11,Positive,"['Calling for violence and hostility against Israel', 'Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:01:52.954481,0 days 00:00:59.830000
554,1854887721656881200,7,Negative,[],2025-03-20 10:02:16.502318,0 days 00:00:13.133000
556,1756263285547229400,11,Negative,[],2025-03-20 10:02:33.713369,0 days 00:00:07.425000
557,1881823779883810800,7,Negative,[],2025-03-20 10:02:46.430194,0 days 00:00:29.402000
558,1878965410445595000,7,Negative,[],2025-03-20 10:02:59.847115,0 days 00:00:12.884000
560,1767792654656676000,11,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Calling for violence and hostility against Israel']",2025-03-20 10:03:28.993899,0 days 00:00:17.092000
561,1830394375500935400,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:03:30.088452,0 days 00:00:29.790000
565,1868319628302455000,7,Irrelevant,[],2025-03-20 10:03:50.692663,0 days 00:00:16.081000
566,1825033694828261400,7,Negative,[],2025-03-20 10:04:13.897951,0 days 00:00:22.608000
567,1880506350108905700,11,Positive,"['Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:04:25.110742,0 days 00:00:37.216000
568,1859817083200209000,7,Irrelevant,[],2025-03-20 10:04:26.707893,0 days 00:00:12.354000
571,1864227621237870600,7,Negative,[],2025-03-20 10:04:52.918708,0 days 00:00:07.123000
574,1884573428105019400,7,Irrelevant,[],2025-03-20 10:05:09.280721,0 days 00:00:11.115000
576,1792180924249247700,11,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Calling for violence and hostility against Israel']",2025-03-20 10:05:26.005707,0 days 00:00:10.957000
577,1740618948394258700,7,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-20 10:05:43.562782,0 days 00:00:33.727000
579,1871368190410019000,11,Negative,[],2025-03-20 10:06:00.182758,0 days 00:00:33.803000
581,1712756308255150300,7,Positive,['Other'],2025-03-20 10:06:20.753720,0 days 00:00:17.260000
583,1718376488280666400,7,Positive,['Blood libels and religiously based antisemitism'],2025-03-20 10:06:51.087209,0 days 00:00:29.849000
584,1824769152890060800,7,Irrelevant,[],2025-03-20 10:07:06.637623,0 days 00:00:15.107000
588,1886550358832410600,7,Negative,[],2025-03-20 10:07:38.809964,0 days 00:00:02.564000
591,1874311643758551300,7,Negative,[],2025-03-20 10:08:13.998451,0 days 00:00:05.564000
