content,sentiment,decision_source
@BassamOmar88,Irrelevant,User agreement
@AidenHunterX @PhukElon,Irrelevant,User agreement
"🇵🇸 From the River to the Sea, Palestine will be Free.",Positive,User agreement
"@da_underlord The ✡️ Bolshevik regime made anti-semitism illegal and banned Christianity as their first order of business before they slaughtered 50+ million Russians.

With anti-semitism laws being passed through governments, who do you think is in charge and what could possibly come next.",Negative,User agreement
"Today we mark Nakba Day. We acknowledge that the Nakba continues to this day. And we acknowledge the steadfastness and strength of Palestinians who continue to struggle for their rights and self-determination.

Free Palestine.

Read more -",Positive,User agreement
"Folks, it's getting weird out here.",Irrelevant,User agreement
"Is it time for Australia to start a MAGA movement ?

M A K E

A L B O

G O

A W A Y",Negative,User agreement
"The world cared more about 5 billionaires that willingly went to explore 'The Titanic' than 30,000 Palestinian lives. 

Let that sink in for a minute.",Negative,User agreement
TRUE 👇🏼👇🏼👇🏼👇🏼,Irrelevant,User agreement
These monstrosities need to be serviced at a cost of $150k each plus 50 litres of oil. How green is that Bowen?,Irrelevant,User agreement
"The reconstruction of the ruined buildings of Gaza is a secondary consideration. The real issue is how do you reconstruct a society which freely elected Hamas knowing their creed is violence, fanaticism and religious and racial supremacy. A society from which 4,000 civilians freely took part in the murder, plunder and abduction frenzy of October 7. A society from which thousands lined the streets to abuse and mutilate captives and then kept some as slaves in their own homes. A society that cheers as three emaciated, tortured Jewish men now resembling liberated concentration camp inmates are subjected to still more indignity and torment. A society that welcomes as prized assets convicted child killers, rapists, mass murderers that any other society would prefer to be rid of. That is the reconstruction the world needs to address.",Negative,User agreement
Viva Ireland 🇮🇪 ✊️,Irrelevant,User agreement
"Spoiler alert: Israel did not stop, and will not. They have been mass murdering kids DAILY for seven months what on earth makes anyone think they care about laws",Positive,User agreement
"Memo to @AlboMP @Tony_Burke @AdamBandt @zalisteggall 

Egypt, Jordan & many other Arab counties have rejected Palestinian refugees from Gaza over alleged security concerns 

Does that make them racist ?

#auspol @australian @AustralianJA",Negative,User agreement
I've never heard of this trash prior to her rabid attack on me yesterday alongside Bot. Let's see how she fares in the witness box. Feel kinda sorry for her that she works at sky news. I'd honestly prefer to be dipped in battery acid. Utter gutter 'journalism'!! #FreePalestine #auspol,Positive,User agreement
@MFWitches,Irrelevant,User agreement
@BillboardChris Keep standing up for the truth @BillboardChris,Irrelevant,User agreement
"One of the distinct features of antisemitism compared with other forms of racism and intolerance is that it goes from being a dislike or hatred of people who are perceived as different to an obsession, a quest to see the Jews put in their place, humiliated, brought low and ultimately destroyed. If you can't see the same features in how people react to Israel, it's because you don't want to see it.",Negative,User agreement
"One of our relatives was murdered and thousands have been injured, and the ABC describes Israeli terrorism as humbling.",Positive,User agreement
"Israel was formed in 1948
➡️ #PLO was formed in 1964

Israel occupied & annexed Gaza & West Bank in 1967
➡️ #Hamas was formed in 1987

Israel invaded Lebanon in 1978 
➡️ #Hizbollah was formed in 1982

#Israel is the problem
🔁 Educate yourself",Positive,User agreement
"@Gentilenewsnet I can see why the demons chose him to lead the occupied state of Palestine.

Jewish supremacy is just a conspiracy theory.. Right?",Positive,User agreement
"To everyone who has come together and worked day and night to get us through Ex Tropical Cyclone Alfred, thank you.

I visited the Gold Coast Disaster and Emergency Management Centre this afternoon to offer the thanks of all Australians.",Irrelevant,User agreement
"Yep, see ya 👋",Irrelevant,User agreement
@sasa_ghada ameen,Irrelevant,User agreement
"Zionism is not colonialism.

The goal of the Zionists is to be freed from centuries of oppressive Arab-Islamic rulers as well as Christian-European rulers. 

The modern Zionists were not acting on behalf of any European country. The Zionists did not plant a European flag, instead they planted the Jewish flag in their ancestral land. 

The Zionist movement was a nationalist movement, sponsored by the Jewish people, which sought to create a single State where the Jewish people could be free. 🇮🇱",Negative,User agreement
"#BREAKING:

🇷🇺 Russia has called for an emergency session of the UN Security Counsel in response to the US and UK's bombing of Yemen. It believes the use of force in Yemen is a violation of the UN Charter.",Negative,User agreement
I genuinely miss borderline unattractive male bands where the music was so good that you forced yourself to believe the band members were cute.,Irrelevant,User agreement
"ABC's lawyers have indicated that they will argue Antoinette Lattouf was not discriminated against on the basis of her race because:
the applicant had not proved that there was such a thing as ""a Lebanese Arab or Middle Eastern race"".
 
More racism & erasure to defend racism.",Negative,User agreement
"It was a Zionist protester who said kill the Jews, mocking Palestinians standing against Israeli genocide. There is literal video of it. 

Unless you can provide evidence of this claim, retract it, apologize, and regardless: divest from Israeli apartheid and genocide",Positive,User agreement
@AdamBandt Do you ever speak about the hostages that have been held captive all this time? I guess it doesn't suit your narrative,Negative,User agreement
"Ormond, Melbourne, Australia - giant billboard ""Antisemitism is anti-Australian""

#antisemitism
#EndHate",Negative,User agreement
"⚡️#BREAKING NEWS: 

The Islamic Revolutionary Guard Corps pounded the Mossad headquarters in Erbil, Iraq. 

Dozens of ballistic missiles are launched and drone strikes are reported. 

The News has been confirmed by the IRGC.",Negative,User agreement
"bell hooks, Toni Morrison, Audre Lorde were crystal clear in their support for Palestine. So don't you dare quote them ever again if you have the moral consistency and backbone of a sea anemone.",Negative,User agreement
@hatescapitalism love it. Well done Violet. Proud of you . You are on the right side. 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉,Positive,User agreement
"This is New York Times reporter Natasha Frost. Based in Australia in 2023, Natasha helped an extremist anti-Zionist group compile a list of Australian Jews to be targeted and purged from Australian life.

Natasha covertly gained access to a large WhatsApp group formed by Jewish Australians to discuss concerns about rising anti-Semitism in Australian society post October 7. She covertly downloaded 900 pages worth of chat contents and leaked the entire thing to extremists so that they could go on a Jew hunting rampage. 

Natasha says she feels sorry about the whole thing. I think Natasha should be in jail",Negative,User agreement
"It's appalling to see these attempts to terrorise members of the community into silence for their acts of solidarity with Palestinians, who have endured 93 days of brutal Israeli genocide.",Positive,User agreement
"We strongly condemn today's deadly rocket attacks on, and terrorist infiltration into, Israel from Gaza. Our thoughts and prayers are with the families of the victims and with everyone affected. Israel has the right to defend itself against such aggression.",Negative,User agreement
