content,sentiment,decision_source
"That's what our Bruce Highway investment means to Wayne.

Wayne's been an ambo driving on the Bruce for decades, so he knows just how important road safety is.

Today I told him the good news: we're fixing this vital road, all the way from Brisbane to Cairns.

Our record $7.2 billion investment into the Bruce Highway will get Queenslanders where they need to go sooner and safer. 

And in Wayne's words: it will save lives.",Irrelevant,User agreement
Stop calling it Multiculturalism..It's The Kalergi Plan...Stop calling it Hate Speech Bill...It's the Jewish Censorship Bill...Stop calling the Synagogue fire Terrorism...Call it what it is... FRAUD.A vote for Albo = Communism.... Jews Win...A vote for Dutton = Zionism .... Jews Win....Until we defeat USURY - we will always be on this Kosher merry go round.,Positive,User agreement
Naarm/Melbourne turns out for Palestine for the 10th Sunday in a row. ✊🇵🇸🙌,Negative,User agreement
"A few pics from the Woolies warehouse workers' picket in Dandenong South this morning. We're proud to have stood side by side with these staunch unionists fighting for fair pay, conditions and safety at work against one of Australia's corporate giants. Power to the workers! ✊",Negative,User agreement
"Melbourne schoolteacher who groomed attacked nine innocent boys walks free.But If you wave an Australian Flag on Australia Day and sing a patriotic song, you will be arrested and have the Govt try to label you a terrorist group...A pedophile primary school teacher who groomed attacked nine victims has been allowed to walk free. Outside court, one of Nicholas O'Shea's victims slammed the sentence saying the justice system has let him down.",Negative,User agreement
"You can't tell me there isn't a revival happening right now in Australia 🇦🇺 This this is the true Australia, so proud!!!💪💪💪",Negative,User agreement
"Huge, and still building crowd at the State Library right now to stand with Palestine! Not too late to join us.",Negative,User agreement
Thanks to the supporter who sent this in. Perhaps the most appropriate spot we've seen so far to display one of these signs: only visible because of the absence of this apartment's balcony that the landlord removed completely instead of fixing.,Negative,User agreement
"Anti-semitism in Australia has reached crisis proportions.The discovery of a caravan laden with explosives, seemingly intended to cause mass casualties at a Jewish target, is a shocking development and indicative of an escalating domestic terrorism threat.The response to date has been manifestly inadequate.",Negative,User agreement
"Hezbollah is really burning down all the monitoring stations, leaving the border completely open. Two decades of construction, 10s of billions of dollars, completely gone.",Negative,User agreement
The profiteering corporation version of 'f*ck around and find out'. Victory to the warehouse workers! ✊,Irrelevant,User agreement
So apparently we have footage of Joe Budden & P. Diddy warming up before a Freak-Off at a private party. The Joe Budden TV Podcast is going to be very interesting this week. Because we all know what happens after 3am. 🫢,Negative,User agreement
"Youth Allowance and JobSeeker and still woefully low, but we shouldn't punish students by locking them out of support altogether.With a minority government likely, the Greens will keep Dutton out and get Labor to act on cost of living.",Negative,User agreement
"@BriannaWu @BriannaWu nice of you to ignore the part where he said he will slaughter men, women and children civilians.They're only brown kids anyway... Amiright?",Negative,User agreement
"The eyes of determination.He was already heavily wounded and likely dying, but he didn't stop fighting.",Negative,User agreement
"How is it that the PLA Navy is off Australia's east coast, with commercial aircraft being diverted due to live fire exercises, and yet we have heard nothing from the Labor government?They should level with the public about Australia's response and the steps being taken to safeguard our interests.",Negative,User agreement
https://t.co/mAJuoNzZ8f,Irrelevant,User agreement
"Charlestone White defends Ye and talks about the j*wish influence in the music industry 😲""Up until now we thought he was a genius, now people at the top are offended""""They control the music Industry""",Positive,User agreement
The man who tried to stop the killer is called Faraz Tahir. He was a refugee - RIP brother.,Negative,User agreement
"Time to make your $TSLA stock price predictions for 2025. What price do you think the stock will be at by close of trade 31st December 2025? Closest without being under wins.

Me first. $979.31",Irrelevant,User agreement
https://t.co/2jHvU8YKKm,Irrelevant,User agreement
Any speakers of Arabic are welcome to translate what she said and leave their translation in the replies. I'll bet my front teeth that Theo Jordan is lying through his.,Negative,User agreement
"Labor has adopted a big part of the Greens plan for GP for free.This joins a growing list of outcomes demonstrating that Greens pressure works.But we shouldn't wait until after the election to implement this - Parliament is still sitting, so let's get this done now.",Negative,User agreement
Up bright and early taking a stand against war outside the Land Forces expo at the Exhibition Centre. ✊🇵🇸,Negative,User agreement
"There's 1 week of Parl left.I've written to PM offering support to pass laws to cut student debt, see GP for free & get dental into Medicare, Dutton-proofing these measures.But Lab & Lib want to gut enviro laws instead, with a bill Gov's keeping secret.Show us the bill, PM.",Negative,User agreement
Ramat David base is being destroyed as we speak.God bless the resistance!,Positive,User agreement
It's deeply distressing the Attorney General has approved extraditing Dan Duggan to the US. He has chosen to send this Australian father of 6 to a politicised prosecution and done so just before Christmas hoping everyone has switched off from the news. This is so wrong.,Irrelevant,User agreement
@AussieBotStudio I but my tailors double happiness at abot 13$ a packet.,Irrelevant,User agreement
"The Australian Federal Police must investigate Australian citizens fighting as reservists with the Israeli military for any complicity with Israeli war crimes.

Sign the petition -",Positive,User agreement
"Increasingly uncomfortable with all the ""we could have saved 40,000 Palestinians if this had happened in October"" takes I'm seeing, like what exactly has happened? There has been a slight shift in rhetoric, yes, but they are still killing Palestinians. They have not stopped.",Positive,User agreement
"Brilliant student led action!  

No one should break bread with those that take blood money and are part of the genocide machine!",Negative,User agreement
@TheOfficial1984 Weimar problems require Weimar solutions.,Irrelevant,User agreement
"If men want to pretend to be women, then they can play as women in the men's competition against men.

#NoExtraBallsInWomensFootball #HesAMan",Irrelevant,User agreement
NEWS: We're fully funding NSW schools.,Irrelevant,User agreement
@BillboardChris Just another embarrassment for Australia - they keep lining them up. It's not a true representation of true blue Aussies I can assure you.,Negative,User agreement
Did Albo refuse to send a ship to help guard the sea trade lanes because it would have upset their heavily Muslim populated Labor electorates and/or it would upset China?,Negative,User agreement
