content,sentiment
"Only God knows if my dad will live to see a free Palestine but I am grateful my father, older than the illegitimate state of Israel, is alive to watch this historic moment.",Positive
We need to be careful here. This appalling act must not be used to close down support for #Palestinians who are being subjected to #genocide,Positive
@clowndownunder,Positive
"Shalom, here's how Israel treats Palestinians.",Positive
"""Found ended."" The mutilation of language in service of empire's violence continues at staggering pace.",Irrelevant
@RepJimBanks @netanyahu,Irrelevant
"Thank you @DavidShoebridge for your thorough scrutiny of Australia's part in the supply chain of F35 fighter jets...as Israel signs a $3BN deal for 25 more.

#auspol #freepalestine #endthegenocide",Positive
@DrewPavlou Australia for the White man + ratio,Negative
"This!!!!!!! I'm not pro muslim, I'm anti genocide. Why should joos be allowed to kill ppl indiscriminitably
 Fuck the joos. OpEn season as far as I'm concerned. Fuck Trump @Charlie32785133 Ur in a cult",Positive
"An ABC presenter, @antoinette_news, was sacked for sharing a factual @hrw  post the @abcnews  had already twice reported on. Then a campaign to have her fired was revealed by @smh . The 'Lawyers for Israel' WhatsApp group wanted her off air. ABC management swiftly complied. ABC board members were involved.
Yet few journalists and presenters have had the decency, integrity or courage to come out publicly to support Antoinette Lattouf and this heinous bullying. Thank you @withMEAA , Jan Fran, @TheLyonsDen & @TheRealPBarry for calling out ABC management and the Zionist lobbies targeting and bullying Lattouf.
But what of other prominent journalists? @annabelcrabb @David_Speers ? Leigh Sales? @MarcFennell? @bairdjulia? Fauziah Ibrahim? @LaTrioli? Lisa Millar? @rgloveroz @mjrowland68 ? How can you all sit by and watch an Australian-Arab woman peer and colleague be sacked, bullied and targeted- and remain silent? Antoinette Lattouf is facing off institutional power whilst also confronting your choice to remain silent. What is your journalism worth when it lacks the integrity and courage to call out such a blatant miscarriage of justice?",Positive
"@ChrisMinnsMP @nswpolice Crossing the Vic/NSW border to protest is not grounds for an arrest, Chris.

You are an anti-White tyrant who hates White Australians politically expressing themselves and your overzealous power-hungry behaviour regarding the situation makes that clear for everyone to see.",Negative
"JEWS are:

🔴 0.001% of El Salvadorans
🔴 0.4% of Argentinians
🔴 0.03% of Mexicans
🔴 0.2% of Venezuelans
🔴 0.3% of Panamanians
🔴 0.4% of English
🔴 0.08% of Ukrainians
🔴 0.09% of Russians
🔴 0.35 of Portuguese
🔴 0.25% of Poles

How does this make sense?
Video by @Norambu3na",Positive
"I stand, unreservedly and unapologetically with @RandaAFattah",Irrelevant
"APAN is dismayed by reports the govt will appoint a taxpayer-funded antisemitism envoy. This singles out antisemitism for special attention, and neglects escalating racism experienced by Palestinians, Muslims, First Nations people, and other communities.",Positive
"Did you know; Ulysses Grant, 18th President, BANISHED JEWS from American states for ""illicit trade"" & immoral behavior?

Is there a pattern of this?",Positive
@TheRoyalSerf He's still alive I'm pretty sure,Irrelevant
Just a reminder to the new critics calling me ignorant: I've been there and seen it firsthand. Have you?,Irrelevant
@AlboMP,Irrelevant
"Winter nationals 
📍Brisbane",Irrelevant
@RepJoshG @RepMikeLawler Jewish students are protesting too,Positive
Victoria members at their monthly meetup. If you are in Australia join up @WhiteAusVic @EuropeanAusMvt,Negative
"I witnessed this in this exact spot, and it changed me forever.",Irrelevant
🇮🇱✡️ EXPOSE THEM ALL ✡️🇮🇱,Positive
Fanatical organized white men are the only thing that will save everything we love,Negative
But you didn't have to CUUUUT ME OFFF~~,Irrelevant
@ShaharShvat @babyrocck That's because you're a fascist.,Negative
@Rick203773371 @ausvstheagenda Corruption o ly way to make arts degree pay,Irrelevant
"The intellectually dishonest definition of antisemitism adopted by Australian universities has basically loaded a gun and pointed it at Palestinian and Arab academics first and foremost. The only way we are permitted to exist as Palestinian and Arab in the academy is if we acquiesce to genocide, occupation, apartheid and settler colonialism. We are expected to bear witness silently, to surrender to the blows dealt on us and not name our oppressor, occupier, genocider. This is a shameful capitulation that not only betrays the core principles of intellectual freedom  but exposes the contempt with which Palestinian and Arab lives are held. We have never been safe.",Positive
@ChrisMinnsMP @nswpolice Australia for the White man,Negative
@vic_socialists Bro would rather die than be with his own people,Irrelevant
"Australians don't want the violence, ideology or ancient hatreds imported from other lands.

Australia is a country of peace, opportunity and fairness.

Let's keep it this way.

Regards

Andrew Hastie MP",Negative
"""Palestinians are terrorists. They should peacefully resist.""

But not Boycott, Divestment and Sanctions (criminalised). Not Literature festivals (attacked, censored, refuse visas, lawfare). Not social media activism (shadow-ban them). Not protests (shoot them, mow the lawn).",Negative
Hello Klansman,Positive
"@AlboMP Aka ""the mandatory digital ID for everyone in Australia"" bill",Irrelevant
"Is it just me or does there seem to be too much focus on celebrating the binning of the MAD bill and not enough on the social media ban? As though they're trying to distract us with this ""win""?",Irrelevant
"Define Zionism. 
No time for 76 years of PowerPoint. 
Here's a visual.",Positive
"@NicholasLissack @Nigel_Farage @TiceRichard @LeeAndersonMP_ @JamesReform @reformparty_uk Mate, I think it's over for them. Jump out while you can",Irrelevant
"@TKratman @QudsNen ""Clearly he isn't that hungry"" when he turns his nose up at shit. Ha ha ha you are an absolute classic. Even when you are starving you still know when something tastes like shit.",Irrelevant
"🚨🚨🚨BREAKING NEWS ‼️‼️‼️

Thousands of people join Woolworths workers' strike to seek pay for having to scan their own groceries.",Irrelevant
"@OzraeliAvi What was Israel defending itself from when it murdered 4 innocent young boys happily playing soccer on a Gaza beach 10 years ago? 

You are an abusive bigot.",Positive
"NUCLEAR plants last 4 times as long as solar/wind, have a tiny footprint, need no vast interconnecting grid, cover no good farmland, kill no birds, do not rely on imports from China, and do not need creative woke accounting to justify their use.",Irrelevant
"The Great Synagogue in Sydney is where Jewish families, mine included, have since 1878 gathered to celebrate marriages and bar mitzvahs, to mark our holy days and recite the mourner's prayer. It is not an embassy. It is a synagogue. To target its congregants in this way is an obscene and racist act which again shows us what the anti-Israel movement is all about - intimidating and denigrating Jews. Making them feel marginalised. Undermining their security and freedom to be who they are. We as a society cannot stand for it.",Negative
"#NEWS:

🇸🇦 Saudi Arabia:

""Palestinian state with East Jerusalem as its capital!""

Saudi Arabia officially denied the State Department's statements about the Saudis' readiness to normalize relations with Israel. 

According to the official response, the Saudis demand:

1. The creation of an independent Palestinian state within the 1967 borders and with East Jerusalem as capital controlled by the Palestinians

2. The cessation of Israeli aggression in the Gaza Strip and the complete withdrawal of Israeli troops from there.

Under the current conditions and under the Netanyahu government, these demands will obviously not be met.

Thus, the Netanyahu government is a clear obstacle to Israel's desired normalization agreements with Saudi Arabia.",Positive
"Hypocrisy much @VictoriaPolice? 

Zionists have lost the battle for public opinion, the only thing they can do is change the meaning of words, to criminalise our movement! 

Zionists the jig is up, the unholy trinity has been exposed and laid bare for all to see
@HashTayeh",Positive
